Country,Alcoholic Beverages,Animal Products,Cereals,Eggs,Seafood,FruitsAndVegetabels,Milk,Sugar,Else,Animal fats,"Aquatic Products, Other",Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Treenuts,Vegetable Oils,Obesity,Undernourished
Saudi Arabia,0,22.3197,5.2126,0.9019,0.4122,35.218,4.4125,0,31.523,2.6475,0,0.0873,0.097,0.6207,0.1794,0.48,0.0291,1.251,0.7128,25.4182,35,7.1
Senegal,0,9.3359,5.7374,0.258,0.7129,44.1744,0.9845,0,38.7967,0.7876,0,0.0068,0.1222,3.9041,0.1222,0.1697,0.0543,0.2037,0.387,33.0391,7.4,11.3
Serbia,0,51.1739,2.1213,1.5195,0.3396,17.9061,8.7594,0,18.1802,4.0698,0,0.006,0.2145,1.1262,0.0775,0.0834,0.0596,1.5016,0.9355,10.1061,23.5,5.7
Sierra Leone,0,8.0343,3.2063,0.2983,1.2117,44.5335,2.1996,0,40.5164,0.1678,0,0.0373,0.0746,4.856,0.466,0.2889,0.4474,0.0746,0.0559,34.0479,7.5,25.6
Slovakia,0,31.3426,2.0003,1.1183,0.2331,24.7748,3.2697,0,37.2617,14.9373,0,0.0095,0.0851,0.7686,0.0221,0.0599,0.041,0.7655,0.4253,20.1474,22.4,3.4
Slovenia,0,35.2062,3.5771,1.1287,0.3693,24.1181,6.4155,0,29.1848,10.0008,0,0.0622,0.112,0.8714,0.0415,0.1784,0.0539,2.411,1.5852,13.8684,22.5,<2.5
Solomon Islands,0,20.208,3.0802,0.2943,2.5505,36.9826,0.7553,0,36.1291,3.4726,0,0.0981,0.049,16.5686,0.5199,0.1962,2.1778,0.981,0.3139,11.752,20.5,8.9
South Africa,0,33.9232,6.4308,1.0982,0.2379,30.4758,3.1056,0,24.7285,0.8542,0,0,0.3295,1.1836,0.0427,0.1037,0.0549,0.2807,0.0915,21.7877,27,6.2
Spain,0,28.8025,1.078,1.2521,1.0814,31.1092,5.3601,0,31.3168,2.4641,0,0,0.0937,1.0513,0.0971,0.0134,0.0469,0.4955,1.3626,25.6922,27.1,<2.5
Sri Lanka,0,12.1618,2.7159,1.1682,2.2766,40.6789,4.2336,0.01,36.755,0.3195,0,0.01,0.0999,27.1892,0.3794,1.4279,0.0899,0.1198,0.4194,6.7,5.4,9
Sudan,0,27.23,5.6998,0.2347,0.0587,30.5971,10.8055,0,25.3741,1.7092,0,0.0073,0.2641,3.7265,0.4108,0.1174,0.0587,0.0587,0,19.0214,7.4,20.1
Suriname,0,25.5141,3.1593,0.9601,0.772,35.6405,1.6867,0,32.2674,0.7849,0,0.1557,0.0324,3.1139,0.0649,0.0584,0.1103,0.8823,0.1557,26.9089,26.5,8.5
Sweden,0,37.2592,1.9481,1.3741,0.8778,22.1704,7.5926,0,28.7777,9.7148,0,0.0481,0.0074,0.9519,0.0296,0.1111,0.0481,0.2333,0.9704,16.663,22.1,<2.5
Switzerland,0,40.196,1.1241,0.93,0.4048,22.4482,8.3804,0,26.5164,6.2293,0,0,0.0703,0.5286,0.0268,0.0836,0.0368,0.174,1.9772,17.3898,21.2,<2.5
Taiwan*,0,32.6034,1.1629,1.4818,0.4667,31.285,1.3223,0,31.6777,2.6952,0,0.0194,0.07,2.8197,0.0506,0.105,0.0194,0.4823,0.6145,24.8016,NA,3.5
Tajikistan,0,19.8417,10.2035,0.5741,0.0174,38.6134,4.6799,0,26.0699,0.0348,0,0.0348,0.2175,1.27,0.1131,0.0174,0.0783,1.1308,0.4175,22.7557,12.6,NA
Thailand,0,31.2339,2.538,2.8961,1.7984,31.1327,1.4636,0,28.9374,1.666,0,0.0078,0.0934,4.6166,0.1012,1.7594,0.0701,0.1246,0.2647,20.2336,10.8,7.8
Timor-Leste,0,32.4513,10.2168,0.2446,0.7893,33.5742,0.1779,0,22.5458,2.0345,0,0.1112,0.0889,3.5353,0.2779,0.1445,0.1779,0.2001,0.0111,15.9644,2.9,24.9
Togo,0,8.6952,8.9093,0.1962,0.5708,44.9032,0.544,0,36.1811,0.5351,0,0.0803,0.0713,2.9608,0.8918,0.223,0.6064,0.1694,0,30.643,7.1,16.1
Trinidad and Tobago,0,34.7315,2.5134,0.6185,0.7816,27.1577,5.1279,0,29.0694,5.3472,0,0.1012,0.0843,3.1993,0.343,0.4386,0.0843,0.4386,0.596,18.4369,19.7,5.5
Tunisia,0,16.8209,3.2543,0.9255,0.5085,38.3809,4.5764,0,35.5334,2.6543,0,0.0102,0.0915,1.4085,0.2034,0.3407,0.0407,0.3,2.3289,28.1552,27.3,4.3
Turkey,0,17.5241,2.0428,0.825,0.1428,37.317,5.8586,0,36.2897,2.9392,0,0.0079,0.0674,1.7453,0.3808,0.3729,0.0516,0.0912,2.8162,27.8172,32.2,<2.5
Turkmenistan,0,50.165,2.9938,1.106,0.1274,18.0613,7.4411,0,20.1054,6.4856,0,0.0347,0.0521,0.3938,0.0405,0.0058,0.0521,1.0829,0.1969,11.761,17.5,5.4
Uganda,0,18.4149,3.4479,0.2239,0.862,38.5648,4.0188,0,34.4677,0.9627,0,0.0112,0.1343,6.5599,1.0411,0.0336,0.5709,0.1008,0,25.0532,4.1,41
Ukraine,0,36.545,3.0837,2.4481,0.516,23.9207,8.691,0,24.7956,5.494,0,0.0063,0.1196,0.1007,0.0629,0.0378,0.2266,0.4972,0.7867,17.4638,26.1,3.5
United Arab Emirates,0,30.9047,3.0418,1.1407,0.8108,29.6635,5.86,0,28.5786,4.0036,0,0.1006,0.1677,3.204,1.0624,1.1295,0.0168,0.1454,3.8246,14.924,29.9,2.6
United Kingdom,0,38.4422,1.4678,1.0778,0.5176,24.7678,7.353,0,26.3738,4.2615,0,0.078,0.0745,1.1664,0.0638,0.1276,0.0851,1.4642,0.702,18.3507,29.5,<2.5
United Republic of Tanzania,0,10.6047,4.214,0.0744,0.4558,42.921,2.5023,0,39.228,1.5442,0,0,0,8.3628,1.0233,0.1302,0.7163,0.0279,0.3628,27.0605,7.1,30.7
United States of America,0,30.6211,1.2829,1.25,0.3887,29.434,6.8359,0,30.1875,3.3013,0,0,0.009,1.7464,0.0449,0.0867,0.0478,0.3977,0.942,23.6117,37.3,<2.5
Uruguay,0,37.791,2.5698,1.2804,0.3281,24.8781,8.0603,0,25.0923,3.4811,0,0.0456,0.0729,1.5127,0.0729,0.0319,0.1002,0.7564,0.1367,18.8819,28.9,<2.5
Uzbekistan,0,36.3527,2.7168,1.0639,0.0962,25.4432,11.805,0,22.5221,2.4884,0,0.012,0.1743,0.3366,0,0.018,0.0902,0.1683,0.7754,18.4589,15.3,6.3
Vanuatu,0,24.8513,4.1249,0.3509,1.4343,35.5323,1.1495,0,32.5568,1.9531,0,0.0254,0.0966,23.1779,0,0.1068,0.4578,0.2187,0.0356,6.4849,23.5,7.2
Venezuela (Bolivarian Republic of),0,23.421,2.5449,0.6555,0.5707,34.8346,5.5217,0,32.4516,2.2673,0,0.0077,0.2082,0.1003,0.1157,0,0.1311,0.0848,0.0154,29.5211,25.2,21.2
Vietnam,0,59.6776,3.7155,0.7839,1.1217,17.8,0.752,0.0382,16.1112,3.8238,0,0.0064,0.3378,4.2891,0.0765,0.6309,0.0701,0.0829,1.1726,5.6211,2.1,9.3
Yemen,0,20.5411,11.5271,0.5514,0.3847,37.8766,1.3463,0,27.7727,2.0131,0,0.0256,0.2436,0.7565,0.5001,0.1026,0.0513,0.3718,0.0769,23.6312,14.1,38.9
Zambia,0.0783,14.5015,14.3225,0.6266,1.007,40.6849,1.2756,0,27.5037,1.6113,0,0.0224,0.179,9.8915,0.0783,0.1567,0.2014,0.0671,0.0112,15.2848,6.5,46.7
Zimbabwe,0,14.947,9.7922,0.3682,0.2455,39.7651,2.104,0,32.7782,2.9543,0,0.0175,0.1315,1.9462,0.114,0.0526,0.0877,0.1052,0.4296,26.9396,12.3,51.3
